"Tiempo","Frecuencia (Hz)","ESTACION","FECHA SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"01/07/2025  17:40:27,234","   107700000"," ","16/01/2024  13:57:40,000","R","  45,9","      499687","       -2047","       79908",
"01/07/2025  17:40:27,234","   107900000"," ","16/01/2024  13:57:40,000","R","  40,7","      499687","         990","       79983",
"01/07/2025  17:40:27,234","   108000000"," ","16/01/2024  13:57:40,000","R","  42,9","      499687","       18022","       79918",
"01/07/2025  17:40:47,903","    88100000"," ","16/01/2024  13:57:40,000","R","  59,3","      480000","      -31870","       79953",
"01/07/2025  17:40:47,903","    88300000"," ","16/01/2024  13:57:40,000","R","  53,9","      117812","       12358","       79987",
"01/07/2025  17:40:47,903","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  79,6","      120000","        -132","       47578",
"01/07/2025  17:40:47,903","    88700000"," ","16/01/2024  13:57:40,000","R","  39,7","      120000","       -2828","       79992",
"01/07/2025  17:40:47,903","    88900000"," ","16/01/2024  13:57:40,000","R","  48,8","      499687","         149","       79920",
"01/07/2025  17:40:47,903","    89100000"," ","16/01/2024  13:57:40,000","R","  46,2","      499687","        -283","       79907",
"01/07/2025  17:40:47,903","    89300000","RADIO MORONA NO autorizada","04/03/2021  13:57:40,000","M","  61,9","      308125","      -37618","       79952",
"01/07/2025  17:40:47,903","    89500000"," ","16/01/2024  13:57:40,000","R","  38,1","      489375","        1023","       79997",
"01/07/2025  17:40:47,903","    89700000","LA VOZ DE LA NAE","08/09/2021  13:57:40,000","M","  45,7","      499687","       -4124","       79943",
"01/07/2025  17:40:47,903","    89900000"," ","16/01/2024  13:57:40,000","R","  38,8","      499687","        1089","       79955",
"01/07/2025  17:40:47,903","    90100000"," ","16/01/2024  13:57:40,000","R","  47,7","      499687","          41","       79908",
"01/07/2025  17:40:47,903","    90300000"," ","16/01/2024  13:57:40,000","R","  42,2","       33125","        6045","       79978",
"01/07/2025  17:40:47,903","    90500000","RADIO LA VOZ DEL UPANO","24/07/2017  13:57:40,000","M"," 109,9","       31562","         -88","       12536",
"01/07/2025  17:40:47,903","    90700000"," ","16/01/2024  13:57:40,000","R","  41,6","       30937","       -5072","       79943",
"01/07/2025  17:40:47,903","    90900000","LA RADIO DE LA ASAMBLEA NACIONAL","26/03/2013  13:57:40,000","R","  44,1","      499687","         681","       79988",
"01/07/2025  17:40:47,903","    91300000"," ","16/01/2024  13:57:40,000","R","  45,0","      499687","         564","       79952",
"01/07/2025  17:40:47,903","    91500000"," ","16/01/2024  13:57:40,000","R","  47,7","      123125","       18669","       79978",
"01/07/2025  17:40:47,903","    91700000","BONITA FM","02/06/2005  13:57:40,000","M"," 106,9","      164687","         382","       37969",
"01/07/2025  17:40:47,903","    91900000"," ","16/01/2024  13:57:40,000","R","  51,3","      140937","      -23005","       79944",
"01/07/2025  17:40:47,903","    92100000"," ","16/01/2024  13:57:40,000","R","  47,7","      499687","        1543","       79935",
"01/07/2025  17:40:47,903","    92300000"," ","16/01/2024  13:57:40,000","R","  43,7","      499687","        7606","       79965",
"01/07/2025  17:40:47,903","    92500000"," ","16/01/2024  13:57:40,000","R","  51,0","      145937","        9479","       79985",
"01/07/2025  17:40:47,903","    92700000"," ","16/01/2024  13:57:40,000","R","  88,9","      195625","       38311","       79945",
"01/07/2025  17:40:47,903","    92900000","RADIO MIA FM (MAGNIFICA INTEGRACION AMAZÓNICA)","30/05/2017  13:57:40,000","R"," 105,8","      283750","        1546","       76172",
"01/07/2025  17:40:47,903","    93100000"," ","16/01/2024  13:57:40,000","R","  81,3","      171562","      -37499","       79960",
"01/07/2025  17:40:47,903","    93500000"," ","16/01/2024  13:57:40,000","R","  42,4","      499687","       -7669","       79952",
"01/07/2025  17:40:47,903","    93700000"," ","16/01/2024  13:57:40,000","R","  45,5","      499687","         714","       79943",
"01/07/2025  17:40:47,903","    93900000"," ","16/01/2024  13:57:40,000","R","  40,2","      101562","        2464","       79933",
"01/07/2025  17:40:47,903","    94100000","CANAL JUVENIL FM","12/05/1998  13:57:40,000","M","  63,0","      150937","        -991","       47342",
"01/07/2025  17:40:47,903","    94300000"," ","16/01/2024  13:57:40,000","R","  39,4","       90625","       -8570","       79989",
"01/07/2025  17:40:47,903","    94500000"," ","16/01/2024  13:57:40,000","R","  44,2","      499687","       -2565","       79949",
"01/07/2025  17:40:47,903","    94700000"," ","16/01/2024  13:57:40,000","R","  38,0","      499687","         191","       79948",
"01/07/2025  17:40:47,903","    94900000"," ","16/01/2024  13:57:40,000","R","  47,6","      499687","        -226","       79962",
"01/07/2025  17:40:47,903","    95100000"," ","16/01/2024  13:57:40,000","R","  36,9","      499687","        3235","       79929",
"01/07/2025  17:40:47,903","    95300000"," ","16/01/2024  13:57:40,000","R","  48,3","      499687","         370","       79973",
"01/07/2025  17:40:47,903","    95500000"," ","16/01/2024  13:57:40,000","R","  36,0","      499687","       -5155","       79966",
"01/07/2025  17:40:47,903","    95700000"," ","16/01/2024  13:57:40,000","R","  44,1","      499687","        -504","       79970",
"01/07/2025  17:40:47,903","    95900000"," ","16/01/2024  13:57:40,000","R","  33,7","      499687","        4252","       79955",
"01/07/2025  17:40:47,903","    96100000","RADIO INTEROCEANICA","04/03/2021  13:57:40,000","R","  46,0","      499687","         375","       79935",
"01/07/2025  17:40:47,903","    96300000"," ","16/01/2024  13:57:40,000","R","  41,8","      499687","        2019","       79931",
"01/07/2025  17:40:47,903","    96500000"," ","16/01/2024  13:57:40,000","R","  53,1","      354375","       -1847","       79942",
"01/07/2025  17:40:47,903","    96700000"," ","16/01/2024  13:57:40,000","R","  35,1","      499687","       -3172","       79994",
"01/07/2025  17:40:47,903","    96900000"," ","16/01/2024  13:57:40,000","R","  43,3","      499687","         177","       79975",
"01/07/2025  17:40:47,903","    97100000"," ","16/01/2024  13:57:40,000","R","  35,7","      499687","        -494","       79960",
"01/07/2025  17:40:47,903","    97300000"," ","16/01/2024  13:57:40,000","R","  45,9","      499687","       -1841","       79926",
"01/07/2025  17:40:47,903","    97500000"," ","16/01/2024  13:57:40,000","R","  36,7","       25937","       -1281","       79960",
"01/07/2025  17:40:47,903","    97700000","SISTEMA RADIAL OLIMPICA","09/01/2003  13:57:40,000","M","  89,9","       44062","       -1083","       19993",
"01/07/2025  17:40:47,903","    97900000"," ","16/01/2024  13:57:40,000","R","  38,1","       42187","        -179","       79947",
"01/07/2025  17:40:47,903","    98100000"," ","16/01/2024  13:57:40,000","R","  48,2","      496875","        -764","       79908",
"01/07/2025  17:40:47,903","    98300000"," ","16/01/2024  13:57:40,000","R","  57,1","      150000","       33251","       79926",
"01/07/2025  17:40:47,903","    98500000","TU PANA","02/03/2021  13:57:40,000","R","  98,6","      194687","         853","       54331",
"01/07/2025  17:40:47,903","    98700000"," ","16/01/2024  13:57:40,000","R","  62,4","      490937","      -36630","       79965",
"01/07/2025  17:40:47,903","    98900000","RADIO MARIA","07/01/2021  13:57:40,000","R","  99,3","        4375","        -249","        2021",
"01/07/2025  17:40:47,903","    99100000"," ","16/01/2024  13:57:40,000","R","  42,9","        4062","        6714","       79968",
"01/07/2025  17:40:47,903","    99300000"," ","16/01/2024  13:57:40,000","R","  55,7","      499687","        -822","       79950",
"01/07/2025  17:40:47,903","    99500000"," ","16/01/2024  13:57:40,000","R","  36,7","      499687","       -4612","       79972",
"01/07/2025  17:40:47,903","    99700000"," ","16/01/2024  13:57:40,000","R","  43,3","      499687","         973","       79948",
"01/07/2025  17:40:47,903","    99900000"," ","16/01/2024  13:57:40,000","R","  37,8","      499687","        -752","       79982",
"01/07/2025  17:40:47,903","   100100000","LA RADIO FM DIGITAL 100.1","28/12/2001  13:57:40,000","M","  47,1","      357187","         696","       79908",
"01/07/2025  17:40:47,903","   100300000"," ","16/01/2024  13:57:40,000","R","  57,6","      146875","       34828","       79951",
"01/07/2025  17:40:47,903","   100500000","RADIO RELOJ","03/03/2021  13:57:40,000","M"," 106,8","      169687","         -64","       23182",
"01/07/2025  17:40:47,903","   100700000"," ","16/01/2024  13:57:40,000","R","  40,4","      139687","       -8185","       79954",
"01/07/2025  17:40:47,903","   100900000"," ","16/01/2024  13:57:40,000","R","  41,1","      349062","        2541","       79958",
"01/07/2025  17:40:47,903","   101100000"," ","16/01/2024  13:57:40,000","R","  37,4","      499687","       -2165","       79997",
"01/07/2025  17:40:47,903","   101300000"," ","16/01/2024  13:57:40,000","R","  43,5","      499687","         644","       79938",
"01/07/2025  17:40:47,903","   101500000"," ","16/01/2024  13:57:40,000","R","  41,0","      103125","        2963","       79956",
"01/07/2025  17:40:47,903","   101700000","RADIO UNIVERSITARIA PRIMICIAS DE LA CULTURA","04/07/2023  13:57:40,000","M","  99,4","      117812","        -409","       55052",
"01/07/2025  17:40:47,903","   101900000"," ","16/01/2024  13:57:40,000","R","  42,3","       86562","        3550","       79971",
"01/07/2025  17:40:47,903","   102100000"," ","16/01/2024  13:57:40,000","R","  46,2","      499687","       -4726","       79970",
"01/07/2025  17:40:47,903","   102300000"," ","16/01/2024  13:57:40,000","R","  44,2","      168750","      -16194","       79941",
"01/07/2025  17:40:47,903","   102500000","RADIO KIRUBA 102.5 FM(NO AUTORIZADA)","30/04/1998  13:57:40,000","M","  91,4","      249375","        -204","       59203",
"01/07/2025  17:40:47,903","   102700000"," ","16/01/2024  13:57:40,000","R","  43,8","      175312","       14260","       79952",
"01/07/2025  17:40:47,903","   102900000"," ","16/01/2024  13:57:40,000","R","  50,4","      499687","        2056","       79916",
"01/07/2025  17:40:47,903","   103100000"," ","16/01/2024  13:57:40,000","R","  35,7","      499687","       -2135","       79985",
"01/07/2025  17:40:47,903","   103300000"," ","16/01/2024  13:57:40,000","R","  38,9","      499687","       -1649","       79952",
"01/07/2025  17:40:47,903","   103500000"," ","16/01/2024  13:57:40,000","R","  38,5","      499687","        -506","       79950",
"01/07/2025  17:40:47,903","   103700000","RADIO IKIAM NO AUTORIZADA","22/11/2017  13:57:40,000","M","  41,2","      499687","         115","       79908",
"01/07/2025  17:40:47,903","   103900000"," ","16/01/2024  13:57:40,000","R","  35,8","      499062","       17336","       79945",
"01/07/2025  17:40:47,903","   104100000"," ","16/01/2024  13:57:40,000","R","  61,6","      365312","        2907","       79954",
"01/07/2025  17:40:47,903","   104300000"," ","16/01/2024  13:57:40,000","R","  47,8","      458750","      -25456","       79922",
"01/07/2025  17:40:47,903","   104500000"," ","16/01/2024  13:57:40,000","R","  40,0","      499687","       -1252","       79954",
"01/07/2025  17:40:47,903","   104700000"," ","16/01/2024  13:57:40,000","R","  33,8","      499687","         174","       79943",
"01/07/2025  17:40:47,903","   104900000","SHALOM","28/01/2022  13:57:40,000"," ","  43,9","      499687","        -926","       79953",
"01/07/2025  17:40:47,903","   105100000"," ","16/01/2024  13:57:40,000","R","  32,9","      499687","       -2420","       79975",
"01/07/2025  17:40:47,903","   105300000"," ","16/01/2024  13:57:40,000","R","  39,4","      499687","         603","       79955",
"01/07/2025  17:40:47,903","   105500000"," ","16/01/2024  13:57:40,000","R","  34,0","      499687","        3703","       79932",
"01/07/2025  17:40:47,903","   105700000"," ","16/01/2024  13:57:40,000","R","  38,5","      499687","       -1236","       79923",
"01/07/2025  17:40:47,903","   105900000"," ","16/01/2024  13:57:40,000","R","  33,8","      499687","         825","       79955",
"01/07/2025  17:40:47,903","   106100000"," ","16/01/2024  13:57:40,000","R","  40,9","      359062","        -777","       79952",
"01/07/2025  17:40:47,903","   106300000"," ","16/01/2024  13:57:40,000","R","  63,3","      221875","       30438","       79939",
"01/07/2025  17:40:47,903","   106500000","ESTELAR FM","02/03/2021  13:57:40,000","M","  75,7","      310312","        2396","       79909",
"01/07/2025  17:40:47,903","   106700000"," ","16/01/2024  13:57:40,000","R","  54,3","      212500","      -30498","       79954",
"01/07/2025  17:40:47,903","   106900000"," ","16/01/2024  13:57:40,000","R","  37,7","      499687","         517","       79972",
"01/07/2025  17:40:47,903","   107100000"," ","16/01/2024  13:57:40,000","R","  34,5","      499687","       -3473","       79939",
"01/07/2025  17:40:47,903","   107300000","LA VOZ DE ARUTAM (NO AUTORIZADA)","02/07/2004  13:57:40,000","M","  42,4","      499687","       -3466","       79926",
"01/07/2025  17:40:47,903","   107500000"," ","16/01/2024  13:57:40,000","R","  33,5","      499687","        -592","       79960",
"01/07/2025  17:40:47,903","   107700000"," ","16/01/2024  13:57:40,000","R","  46,8","      499687","        -948","       79945",
"01/07/2025  17:40:47,903","   107900000"," ","16/01/2024  13:57:40,000","R","  38,3","      499687","        3410","       79944",
"01/07/2025  17:40:47,903","   108000000"," ","16/01/2024  13:57:40,000","R","  43,6","      499687","       29934","       79943",
"01/07/2025  17:41:08,949","    88100000"," ","16/01/2024  13:57:40,000","R","  59,6","      408125","      -27473","       79953",
"01/07/2025  17:41:08,949","    88300000"," ","16/01/2024  13:57:40,000","R","  48,5","      114375","       11522","       79947",
"01/07/2025  17:41:08,949","    88500000","PUBLICA FM","27/11/2015  13:57:40,000","R","  79,8","      140625","        -127","       50924",
"01/07/2025  17:41:08,949","    88700000"," ","16/01/2024  13:57:40,000","R","  38,5","      116875","       -1132","       79985",
"01/07/2025  17:41:08,949","    88900000"," ","16/01/2024  13:57:40,000","R","  48,8","      499687","        -320","       79907",
"01/07/2025  17:41:08,949","    89100000"," ","16/01/2024  13:57:40,000","R","  44,5","      499687","       -2478","       79908",
